soil_moisture_percent,temp_max,temp_min,temp_avg,humidity,wind_speed,days_since_irrigation,growth_stage,soil_type,soil_type_encoded,day_of_year,need_irrigation,irrigation_amount_mm
38.8,27.4,16.4,21.9,75.4,0.3,9,3,Loam,3,56,True,12.1
23.0,32.6,23.4,28.0,68.8,1.4,9,2,Clay,2,15,True,20.5
57.4,34.0,19.4,26.7,90.1,0.2,2,1,Clay,2,358,False,0.0
63.7,18.1,7.8,12.9,56.7,0.2,4,0,Sandy,1,340,False,0.0
72.1,27.5,13.9,20.7,58.9,0.8,2,3,Sandy Loam,4,73,False,0.0
67.7,17.5,9.5,13.5,47.6,0.6,2,1,Clay,2,236,False,0.0
53.7,29.9,19.7,24.8,56.7,1.3,3,1,Clay,2,155,False,0.0
41.4,17.0,8.3,12.7,70.6,9.7,10,1,Clay,2,224,False,0.0
60.8,18.6,4.7,11.6,62.9,3.2,7,0,Loam,3,285,False,0.0
68.3,26.6,16.2,21.4,72.9,1.6,3,3,Sandy Loam,4,82,False,0.0
72.8,17.1,4.5,10.8,59.2,2.9,1,1,Sandy Loam,4,242,False,0.0
50.8,23.1,14.2,18.7,55.9,0.9,5,3,Clay,2,199,False,0.0
50.0,29.1,15.4,22.2,46.1,5.2,8,3,Sandy Loam,4,145,False,0.0
54.0,25.9,15.5,20.7,78.3,1.0,9,1,Sandy,1,37,False,0.0
55.1,42.4,29.0,35.7,44.6,1.3,5,2,Loam,3,92,False,0.0
49.0,7.1,-6.7,0.2,50.1,2.9,10,0,Sandy Loam,4,257,False,0.0
41.3,38.9,30.0,34.4,31.8,8.9,3,0,Clay,2,118,False,0.0
54.8,21.2,10.1,15.7,56.9,4.4,10,3,Loam,3,155,False,0.0
43.8,33.9,22.9,28.4,56.5,5.8,6,2,Loam,3,93,False,0.0
61.0,13.0,-0.7,6.1,75.2,2.0,6,2,Sandy,1,346,False,0.0
63.5,37.2,28.1,32.7,68.8,0.4,1,3,Sandy,1,92,False,0.0
62.1,29.6,16.8,23.2,82.3,2.3,0,3,Sandy,1,178,False,0.0
71.5,29.5,19.3,24.4,44.3,1.1,0,3,Sandy Loam,4,83,False,0.0
75.9,15.6,3.0,9.3,66.7,7.0,0,3,Sandy Loam,4,249,False,0.0
50.6,24.1,13.1,18.6,68.9,3.1,8,3,Sandy,1,156,False,0.0
63.7,25.8,12.3,19.1,41.6,8.5,1,2,Loam,3,191,False,0.0
55.4,33.5,18.6,26.1,60.0,3.2,2,0,Sandy Loam,4,92,False,0.0
51.0,27.8,17.5,22.6,46.0,0.8,8,1,Loam,3,4,False,0.0
75.8,11.2,-1.9,4.6,80.4,0.3,0,3,Sandy Loam,4,315,False,0.0
53.1,19.6,9.6,14.6,43.6,3.9,7,3,Sandy,1,238,False,0.0
55.9,18.2,9.9,14.1,38.1,3.3,6,2,Loam,3,188,False,0.0
63.2,24.0,11.3,17.6,66.1,1.2,2,2,Sandy,1,173,False,0.0
56.5,35.9,25.4,30.7,52.7,1.9,5,3,Sandy,1,151,False,0.0
72.1,31.3,18.8,25.0,55.6,0.9,0,2,Sandy,1,153,False,0.0
72.5,12.5,-0.6,5.9,58.1,0.9,1,1,Clay,2,273,False,0.0
51.8,17.4,8.7,13.1,56.2,2.8,6,3,Clay,2,274,False,0.0
47.9,30.0,19.6,24.8,74.0,0.8,8,1,Sandy Loam,4,141,False,0.0
55.9,15.6,4.4,10.0,95.0,1.3,5,2,Sandy,1,292,False,0.0
60.2,27.3,18.3,22.8,55.5,6.4,8,3,Sandy,1,20,False,0.0
50.9,35.8,25.4,30.6,43.0,5.7,6,3,Loam,3,41,False,0.0
55.2,28.9,19.6,24.2,53.1,1.8,6,0,Loam,3,12,False,0.0
40.2,34.2,20.7,27.4,41.9,0.5,9,2,Loam,3,60,False,0.0
49.0,23.5,11.7,17.6,36.5,13.3,5,0,Clay,2,264,False,0.0
70.6,14.3,2.9,8.6,65.3,7.2,2,2,Sandy Loam,4,294,False,0.0
71.7,26.6,15.1,20.9,51.1,7.6,2,3,Sandy,1,142,False,0.0
71.4,16.4,6.4,11.4,56.8,1.3,3,3,Sandy,1,348,False,0.0
47.7,29.2,15.8,22.5,94.6,0.6,4,2,Clay,2,10,False,0.0
59.2,9.0,-3.2,2.9,66.0,6.2,3,0,Loam,3,237,False,0.0
59.0,33.1,25.0,29.0,51.6,3.6,1,1,Loam,3,116,False,0.0
46.7,21.1,11.1,16.1,63.1,0.5,10,3,Sandy Loam,4,314,False,0.0
58.9,16.4,6.1,11.3,43.7,4.2,8,3,Sandy Loam,4,305,False,0.0
49.1,23.3,12.9,18.1,73.7,0.3,7,2,Loam,3,7,False,0.0
46.0,27.1,15.8,21.5,34.7,0.4,8,1,Sandy Loam,4,78,False,0.0
54.3,20.2,11.0,15.6,74.7,0.6,6,2,Sandy Loam,4,358,False,0.0
58.5,26.1,13.5,19.8,92.5,2.4,8,3,Sandy,1,17,False,0.0
54.6,20.1,11.5,15.8,75.2,0.8,4,2,Loam,3,177,False,0.0
54.6,35.1,24.0,29.5,51.8,0.6,2,0,Sandy Loam,4,162,False,0.0
52.9,16.0,3.9,10.0,67.6,0.1,6,3,Loam,3,320,False,0.0
58.3,30.5,17.2,23.8,50.4,0.5,3,3,Loam,3,12,False,0.0
31.3,26.2,11.7,18.9,68.5,0.5,9,3,Clay,2,193,True,16.4
60.1,36.7,28.0,32.4,90.8,2.9,1,1,Clay,2,64,False,0.0
51.0,17.7,7.7,12.7,42.0,8.1,8,3,Clay,2,293,False,0.0
35.0,22.0,11.6,16.8,61.7,0.4,9,3,Clay,2,210,True,16.7
34.9,38.6,28.3,33.5,61.2,1.1,10,0,Loam,3,143,True,18.0
60.7,32.3,17.5,24.9,39.6,0.1,3,3,Loam,3,352,False,0.0
51.9,25.9,14.4,20.1,56.6,1.8,7,2,Sandy Loam,4,207,False,0.0
51.1,28.8,14.4,21.6,66.7,0.4,4,3,Clay,2,81,False,0.0
37.6,26.1,14.4,20.3,47.3,1.7,10,3,Loam,3,2,True,18.9
45.4,39.6,26.8,33.2,54.6,0.2,9,3,Sandy,1,89,False,0.0
61.1,23.2,12.3,17.7,58.4,0.5,3,3,Sandy Loam,4,335,False,0.0
44.0,17.4,9.2,13.3,84.2,2.1,9,1,Clay,2,326,False,0.0
77.7,17.5,6.0,11.8,77.1,0.3,0,3,Sandy,1,318,False,0.0
45.7,21.3,9.1,15.2,69.5,2.3,10,3,Clay,2,167,False,0.0
46.4,36.5,21.9,29.2,64.7,1.8,8,3,Sandy,1,47,False,0.0
57.0,19.2,5.1,12.2,69.8,1.0,5,3,Clay,2,262,False,0.0
48.9,37.2,27.9,32.5,73.5,0.1,2,2,Clay,2,123,False,0.0
53.9,31.3,22.8,27.1,34.2,0.1,9,1,Sandy,1,151,False,0.0
76.8,5.7,-5.5,0.1,72.5,0.2,2,1,Sandy Loam,4,237,False,0.0
63.7,19.7,8.2,13.9,49.4,0.5,2,2,Sandy,1,237,False,0.0
59.9,36.4,25.2,30.8,65.4,2.0,0,0,Sandy,1,126,False,0.0
82.2,12.9,0.2,6.5,51.5,1.6,1,3,Sandy Loam,4,350,False,0.0
49.2,11.3,-3.4,4.0,66.6,1.3,7,0,Sandy,1,214,False,0.0
68.8,13.0,-0.8,6.1,57.0,1.9,6,2,Sandy,1,247,False,0.0
62.3,26.9,16.4,21.7,68.1,0.1,1,3,Sandy Loam,4,21,False,0.0
65.6,28.2,19.2,23.7,63.8,0.2,2,0,Loam,3,54,False,0.0
52.9,30.9,20.0,25.5,71.4,3.9,3,1,Loam,3,188,False,0.0
52.3,12.0,2.6,7.3,70.3,1.7,10,2,Sandy,1,248,False,0.0
60.6,23.1,14.6,18.8,85.8,0.1,4,1,Sandy Loam,4,356,False,0.0
56.7,22.5,12.4,17.4,46.3,2.6,7,2,Sandy Loam,4,176,False,0.0
73.7,22.2,12.4,17.3,79.1,2.7,2,0,Loam,3,359,False,0.0
49.2,30.2,18.5,24.3,44.8,0.4,5,1,Sandy,1,76,False,0.0
61.4,18.6,8.0,13.3,45.2,5.0,2,2,Loam,3,289,False,0.0
41.0,13.5,1.0,7.3,54.4,0.7,10,3,Sandy Loam,4,291,True,17.1
33.0,25.8,16.7,21.3,60.3,3.2,9,1,Clay,2,151,True,17.5
78.6,22.8,8.8,15.8,77.9,1.2,0,1,Loam,3,150,False,0.0
42.2,39.5,27.5,33.5,53.1,2.8,4,0,Clay,2,109,False,0.0
49.2,22.7,9.7,16.2,51.0,0.8,9,3,Sandy Loam,4,187,False,0.0
32.3,30.9,16.1,23.5,75.2,2.9,8,2,Clay,2,88,True,18.2
49.0,28.0,17.3,22.7,72.8,1.0,8,1,Sandy Loam,4,192,False,0.0
54.5,8.7,-0.5,4.1,63.3,0.4,10,0,Sandy Loam,4,247,False,0.0
60.7,27.0,16.6,21.8,86.9,1.8,3,1,Loam,3,34,False,0.0
57.2,43.4,33.4,38.4,68.9,1.9,5,1,Sandy,1,77,False,0.0
66.6,16.7,5.5,11.1,56.2,5.5,3,1,Sandy,1,256,False,0.0
56.4,18.6,5.9,12.3,73.0,2.6,5,0,Sandy Loam,4,187,False,0.0
52.9,17.8,9.3,13.6,51.9,1.2,7,0,Sandy,1,260,False,0.0
65.5,13.1,1.5,7.3,67.2,1.6,2,2,Clay,2,291,False,0.0
45.5,23.7,9.2,16.5,56.7,2.5,7,1,Clay,2,354,False,0.0
66.1,31.6,23.4,27.5,64.1,5.2,1,2,Loam,3,91,False,0.0
44.4,37.2,24.1,30.7,66.5,1.7,8,1,Sandy,1,98,True,14.0
26.9,34.9,26.5,30.7,37.9,0.4,9,1,Clay,2,156,True,16.5
66.1,18.2,6.9,12.6,38.4,5.1,5,0,Sandy,1,298,False,0.0
65.2,24.6,16.1,20.3,54.2,0.4,7,0,Sandy Loam,4,325,False,0.0
45.9,30.4,19.0,24.7,66.5,0.2,9,1,Sandy,1,43,False,0.0
69.8,18.6,8.5,13.5,55.6,0.3,1,3,Sandy,1,250,False,0.0
70.9,23.0,9.6,16.3,66.9,0.9,0,3,Clay,2,227,False,0.0
33.7,34.9,21.6,28.2,46.7,1.9,10,3,Loam,3,129,True,22.5
50.9,28.5,18.2,23.3,64.1,2.0,10,2,Sandy Loam,4,91,False,0.0
55.7,28.9,19.0,23.9,65.6,0.9,4,2,Clay,2,154,False,0.0
59.5,29.6,17.7,23.7,53.4,1.3,1,3,Loam,3,348,False,0.0
46.9,28.8,17.4,23.1,55.3,5.2,7,3,Loam,3,94,False,0.0
61.2,42.9,33.7,38.3,70.1,0.3,1,2,Sandy Loam,4,84,False,0.0
59.3,19.5,9.1,14.3,35.6,3.2,1,1,Clay,2,227,False,0.0
40.4,30.5,21.0,25.8,47.1,3.1,8,2,Loam,3,119,False,0.0
46.8,15.9,7.2,11.6,68.1,6.1,9,1,Loam,3,242,False,0.0
53.5,28.2,19.1,23.7,49.6,1.6,6,1,Clay,2,345,False,0.0
35.3,35.7,21.8,28.7,55.0,0.1,8,2,Clay,2,88,False,0.0
60.0,18.5,6.0,12.3,48.7,1.3,3,2,Sandy Loam,4,243,False,0.0
63.3,24.4,13.0,18.7,70.8,1.8,2,2,Loam,3,135,False,0.0
33.7,28.6,18.3,23.4,67.1,0.3,7,2,Loam,3,157,True,16.5
68.9,29.9,18.9,24.4,69.7,0.4,0,3,Sandy Loam,4,158,False,0.0
45.6,16.6,8.2,12.4,55.9,0.9,10,2,Sandy Loam,4,207,False,0.0
56.8,28.9,14.1,21.5,34.6,2.1,3,0,Loam,3,72,False,0.0
54.8,33.7,21.1,27.4,71.3,0.4,5,2,Loam,3,107,False,0.0
61.0,25.0,14.7,19.9,38.7,0.3,8,2,Sandy Loam,4,13,False,0.0
59.7,6.6,-6.6,0.0,54.1,5.7,4,3,Clay,2,287,False,0.0
35.5,33.6,25.1,29.3,74.8,1.5,7,2,Clay,2,55,False,0.0
57.6,10.8,-0.4,5.2,50.7,3.2,7,3,Sandy,1,304,False,0.0
53.6,44.4,34.4,39.4,50.1,6.4,1,0,Sandy Loam,4,128,False,0.0
50.1,17.4,4.9,11.2,67.5,1.5,7,2,Loam,3,29,False,0.0
36.4,36.6,27.9,32.3,64.9,2.2,5,0,Clay,2,146,False,0.0
47.2,23.3,9.6,16.5,65.3,0.9,9,2,Clay,2,212,False,0.0
65.7,29.5,17.6,23.6,68.3,0.5,5,1,Sandy Loam,4,103,False,0.0
68.2,19.3,7.5,13.4,69.3,1.6,0,2,Loam,3,294,False,0.0
53.7,34.3,20.9,27.6,56.3,0.7,5,2,Sandy,1,72,False,0.0
55.2,19.0,5.8,12.4,91.8,0.4,5,1,Clay,2,229,False,0.0
59.7,17.7,8.1,12.9,59.8,4.1,3,2,Loam,3,240,False,0.0
53.8,20.3,5.5,12.9,68.5,0.1,9,2,Loam,3,347,False,0.0
52.6,36.5,27.5,32.0,68.2,4.4,6,3,Sandy Loam,4,12,False,0.0
60.8,18.3,4.7,11.5,60.8,11.1,0,2,Sandy,1,250,False,0.0
57.5,15.4,4.3,9.8,51.4,1.4,8,2,Sandy,1,290,False,0.0
71.9,14.1,4.2,9.1,66.0,1.1,1,0,Loam,3,252,False,0.0
45.1,18.8,10.1,14.4,47.4,1.5,8,1,Sandy,1,290,False,0.0
63.1,37.9,25.9,31.9,67.8,1.2,1,1,Sandy Loam,4,45,False,0.0
40.7,29.3,18.3,23.8,78.7,2.5,7,3,Loam,3,351,False,0.0
42.2,31.4,18.9,25.2,61.3,0.4,10,1,Sandy,1,78,True,14.7
53.0,11.6,1.2,6.4,73.4,0.7,6,0,Sandy Loam,4,295,False,0.0
72.7,16.4,6.3,11.4,77.4,1.9,0,0,Sandy Loam,4,295,False,0.0
52.2,30.9,20.6,25.8,34.8,2.5,3,2,Clay,2,116,False,0.0
41.3,18.6,5.9,12.2,84.3,2.0,10,3,Loam,3,300,False,0.0
60.0,21.1,11.7,16.4,35.9,5.2,3,1,Loam,3,341,False,0.0
56.5,39.6,30.2,34.9,67.9,0.4,0,0,Clay,2,76,False,0.0
62.1,10.5,-1.8,4.4,60.4,5.1,8,1,Sandy,1,274,False,0.0
62.4,24.3,9.6,16.9,53.5,4.8,3,2,Loam,3,179,False,0.0
59.1,16.4,6.9,11.6,60.5,0.2,6,1,Loam,3,337,False,0.0
68.0,31.0,21.4,26.2,71.5,0.9,0,2,Clay,2,139,False,0.0
47.2,35.7,21.6,28.6,40.7,2.0,6,0,Sandy Loam,4,71,False,0.0
68.9,30.2,19.1,24.7,61.8,3.8,0,3,Clay,2,14,False,0.0
64.4,6.1,-4.9,0.6,76.4,7.6,6,1,Clay,2,229,False,0.0
58.1,17.4,3.7,10.6,61.8,1.6,8,1,Sandy,1,303,False,0.0
63.4,13.1,-0.0,6.5,52.2,0.6,3,1,Sandy,1,297,False,0.0
51.4,26.8,12.2,19.5,46.8,0.1,6,2,Loam,3,62,False,0.0
56.4,37.1,27.6,32.3,89.8,1.2,7,2,Sandy,1,98,False,0.0
61.2,35.0,23.4,29.2,88.6,6.1,0,0,Sandy Loam,4,131,False,0.0
60.7,21.6,8.0,14.8,77.7,2.1,5,0,Sandy Loam,4,195,False,0.0
54.1,18.2,3.6,10.9,60.2,5.3,10,3,Sandy,1,185,False,0.0
51.7,27.0,17.4,22.2,61.4,1.8,7,3,Sandy,1,154,False,0.0
72.9,30.6,15.9,23.3,50.2,0.4,0,2,Loam,3,9,False,0.0
63.2,34.2,20.3,27.2,63.2,1.8,2,0,Clay,2,73,False,0.0
72.6,25.4,16.3,20.8,63.8,1.0,0,0,Sandy Loam,4,266,False,0.0
49.5,15.3,1.6,8.5,64.2,1.6,9,2,Loam,3,306,False,0.0
72.1,22.5,8.7,15.6,67.7,3.7,2,1,Sandy Loam,4,213,False,0.0
83.7,14.9,0.1,7.5,61.1,0.4,1,2,Clay,2,266,False,0.0
39.7,34.2,26.0,30.1,63.0,2.4,6,2,Clay,2,84,False,0.0
74.5,11.8,1.2,6.5,53.9,0.9,0,2,Loam,3,321,False,0.0
63.4,17.4,7.1,12.2,50.2,0.4,2,0,Sandy Loam,4,14,False,0.0
68.7,24.3,16.0,20.1,74.3,2.0,2,1,Sandy Loam,4,209,False,0.0
34.0,31.7,23.6,27.7,62.1,0.2,6,0,Clay,2,52,True,19.6
56.7,22.8,14.0,18.4,29.1,1.6,6,3,Sandy Loam,4,34,False,0.0
54.9,13.2,2.1,7.7,61.8,0.1,7,2,Sandy,1,275,False,0.0
62.8,17.2,2.9,10.0,86.4,0.5,5,1,Loam,3,241,False,0.0
67.9,15.3,3.5,9.4,68.1,1.9,7,3,Sandy,1,337,False,0.0
64.1,10.5,1.1,5.8,48.1,0.2,2,1,Clay,2,293,False,0.0
65.9,35.8,23.1,29.5,51.5,5.8,4,3,Sandy,1,116,False,0.0
68.6,21.3,12.6,16.9,48.1,0.1,2,2,Clay,2,315,False,0.0
67.8,19.7,9.6,14.6,57.8,4.9,2,2,Sandy Loam,4,338,False,0.0
60.4,21.8,10.9,16.3,76.0,0.2,6,0,Clay,2,168,False,0.0
76.1,16.8,8.5,12.7,58.0,1.0,0,1,Clay,2,324,False,0.0
55.0,28.0,15.5,21.7,64.8,1.1,6,1,Clay,2,74,False,0.0
57.8,33.3,25.2,29.2,54.6,0.5,5,3,Sandy Loam,4,166,False,0.0
53.5,39.0,26.6,32.8,34.6,1.3,3,3,Sandy Loam,4,97,False,0.0
61.5,17.0,4.7,10.9,58.8,1.4,4,0,Sandy Loam,4,233,False,0.0
64.8,23.1,9.7,16.4,50.6,1.7,2,2,Loam,3,336,False,0.0
28.0,38.5,28.1,33.3,62.9,11.0,10,3,Sandy Loam,4,131,True,23.6
60.9,47.2,34.5,40.8,67.2,3.5,1,2,Loam,3,50,False,0.0
70.4,24.1,13.1,18.6,75.8,0.3,1,1,Sandy,1,188,False,0.0
49.9,36.2,21.3,28.8,73.0,0.4,8,0,Sandy,1,117,False,0.0
44.0,22.5,12.4,17.5,76.6,3.7,7,2,Loam,3,365,False,0.0
63.0,13.5,1.6,7.5,31.4,8.0,6,1,Sandy,1,224,False,0.0
62.1,16.1,6.7,11.4,37.3,1.1,3,0,Clay,2,262,False,0.0
40.8,22.1,10.5,16.3,64.9,0.6,8,0,Clay,2,182,False,0.0
66.1,21.5,9.7,15.6,67.3,0.5,2,2,Clay,2,186,False,0.0
26.3,38.1,25.3,31.7,74.2,2.2,8,1,Clay,2,52,True,19.3
67.4,14.5,3.6,9.1,95.0,2.6,0,2,Clay,2,313,False,0.0
51.9,17.5,7.5,12.5,45.7,0.6,7,3,Sandy Loam,4,206,False,0.0
68.9,26.6,17.7,22.2,49.4,0.1,1,0,Loam,3,165,False,0.0
35.5,29.2,16.3,22.8,77.7,2.5,9,1,Loam,3,129,True,18.7
64.7,16.9,2.2,9.5,52.5,0.4,2,3,Sandy,1,305,False,0.0
45.2,42.4,31.0,36.7,71.2,0.8,6,1,Clay,2,74,False,0.0
56.6,36.8,24.3,30.6,76.6,3.0,3,1,Sandy Loam,4,82,False,0.0
53.8,26.3,17.8,22.0,50.8,0.5,6,1,Loam,3,180,False,0.0
42.5,34.3,21.2,27.7,56.4,0.7,7,1,Clay,2,64,False,0.0
30.0,35.5,22.8,29.1,36.5,0.2,10,0,Loam,3,73,True,19.6
63.1,30.1,18.5,24.3,56.1,1.5,3,3,Sandy,1,61,False,0.0
75.6,13.3,2.3,7.8,65.7,2.0,2,3,Sandy,1,339,False,0.0
56.4,34.8,20.7,27.8,61.1,5.4,0,2,Loam,3,37,False,0.0
40.9,23.3,9.5,16.4,39.8,2.0,10,0,Loam,3,196,False,0.0
68.2,11.9,0.9,6.4,60.0,0.4,4,3,Clay,2,239,False,0.0
64.2,33.8,22.2,28.0,87.5,0.8,3,2,Sandy,1,116,False,0.0
75.3,13.2,1.7,7.5,91.8,2.2,0,3,Sandy Loam,4,341,False,0.0
56.3,15.7,6.9,11.3,44.6,6.5,4,2,Loam,3,327,False,0.0
60.1,16.2,4.7,10.5,45.8,1.4,5,2,Sandy Loam,4,328,False,0.0
43.7,37.0,28.9,33.0,69.5,0.7,9,1,Sandy Loam,4,43,False,0.0
74.4,7.5,-2.1,2.7,41.8,3.6,1,2,Sandy Loam,4,254,False,0.0
80.1,23.7,12.3,18.0,70.1,1.1,0,3,Sandy Loam,4,363,False,0.0
77.7,9.8,1.1,5.4,62.8,1.1,1,0,Sandy,1,309,False,0.0
64.5,33.6,23.0,28.3,69.1,2.1,0,3,Sandy Loam,4,123,False,0.0
40.4,23.8,11.3,17.6,70.7,0.6,9,3,Sandy Loam,4,178,True,13.4
52.9,7.7,-0.6,3.5,44.5,1.9,10,3,Sandy Loam,4,268,False,0.0
37.0,26.1,16.5,21.3,58.5,3.8,10,0,Clay,2,14,False,0.0
59.0,23.4,14.7,19.1,93.2,1.7,7,0,Sandy Loam,4,169,False,0.0
63.7,36.1,25.6,30.9,52.8,1.2,3,2,Loam,3,130,False,0.0
46.1,35.9,24.7,30.3,36.3,0.4,7,2,Sandy,1,142,False,0.0
59.4,26.0,11.0,18.5,57.2,0.5,3,1,Loam,3,358,False,0.0
57.8,16.2,2.8,9.5,40.7,1.3,5,3,Loam,3,286,False,0.0
54.2,23.9,10.0,16.9,47.4,2.1,5,2,Sandy,1,89,False,0.0
58.8,17.0,5.2,11.1,62.0,3.7,4,2,Clay,2,316,False,0.0
62.4,30.9,16.5,23.7,58.8,0.2,5,3,Sandy,1,52,False,0.0
63.0,20.7,9.2,15.0,53.0,2.3,3,3,Clay,2,319,False,0.0
51.0,34.0,20.0,27.0,77.8,0.6,5,2,Sandy Loam,4,136,False,0.0
59.5,14.7,0.4,7.6,55.3,5.5,5,1,Clay,2,225,False,0.0
49.0,17.3,8.5,12.9,66.9,0.8,8,2,Loam,3,9,False,0.0
77.3,17.5,8.3,12.9,65.9,1.1,1,1,Sandy,1,276,False,0.0
65.4,28.8,15.9,22.3,62.7,0.5,2,2,Sandy Loam,4,47,False,0.0
53.0,25.0,13.3,19.1,73.3,1.7,6,1,Sandy Loam,4,175,False,0.0
57.6,35.3,21.3,28.3,66.9,4.5,5,0,Loam,3,54,False,0.0
57.2,32.6,21.5,27.1,41.7,3.6,8,1,Sandy,1,116,False,0.0
55.6,31.2,18.6,24.9,74.0,1.5,7,0,Loam,3,80,False,0.0
56.6,31.9,18.0,25.0,68.9,1.2,3,1,Clay,2,115,False,0.0
72.9,12.6,0.1,6.3,48.1,1.3,0,1,Clay,2,226,False,0.0
50.8,26.6,16.9,21.7,86.9,4.0,7,3,Sandy,1,152,False,0.0
67.0,21.1,9.2,15.2,89.5,0.5,2,3,Clay,2,213,False,0.0
57.6,20.7,8.6,14.7,57.1,0.4,5,2,Sandy Loam,4,266,False,0.0
63.0,24.0,12.9,18.5,47.2,5.3,5,1,Loam,3,135,False,0.0
69.1,13.8,3.3,8.5,48.5,2.5,3,2,Clay,2,277,False,0.0
60.3,9.1,-2.9,3.1,81.1,0.8,8,3,Sandy,1,276,False,0.0
33.0,27.9,19.2,23.5,95.0,5.8,10,2,Clay,2,161,True,18.1
61.2,15.5,1.7,8.6,51.0,1.3,4,3,Clay,2,284,False,0.0
48.6,16.8,2.9,9.8,50.9,0.6,7,3,Sandy Loam,4,295,False,0.0
43.2,21.8,10.7,16.2,62.7,3.6,8,0,Clay,2,303,False,0.0
53.8,8.9,-3.0,3.0,35.1,0.7,7,2,Sandy,1,230,False,0.0
64.6,16.3,7.3,11.8,56.1,0.9,4,0,Loam,3,362,False,0.0
50.4,17.7,7.9,12.8,55.5,4.1,6,3,Sandy,1,292,False,0.0
63.2,27.7,14.4,21.1,43.8,1.7,3,3,Clay,2,361,False,0.0
59.3,21.5,10.3,15.9,55.7,1.5,3,2,Loam,3,339,False,0.0
49.4,12.7,-0.9,5.9,69.2,3.2,8,1,Sandy Loam,4,292,False,0.0
62.5,20.3,8.2,14.2,55.5,1.4,5,0,Sandy,1,349,False,0.0
45.9,15.2,6.3,10.7,51.7,1.8,8,0,Sandy,1,301,False,0.0
33.1,26.4,13.3,19.8,38.0,1.2,9,1,Clay,2,212,True,16.2
64.8,38.7,24.9,31.8,82.4,0.8,1,3,Sandy,1,92,False,0.0
55.6,29.7,21.0,25.4,59.7,2.2,6,3,Sandy Loam,4,170,False,0.0
59.5,19.2,6.3,12.7,53.5,5.1,2,2,Clay,2,196,False,0.0
42.1,32.0,21.8,26.9,75.5,1.1,4,3,Clay,2,50,False,0.0
61.9,17.1,8.5,12.8,52.2,1.3,3,3,Loam,3,256,False,0.0
60.4,32.1,21.6,26.9,59.9,0.3,7,2,Sandy,1,117,False,0.0
45.4,27.5,15.8,21.6,53.8,1.6,8,0,Sandy,1,49,False,0.0
77.7,28.4,15.7,22.1,71.0,0.3,0,1,Sandy,1,31,False,0.0
58.0,14.6,6.6,10.6,57.3,0.0,4,3,Loam,3,271,False,0.0
65.3,27.5,13.9,20.7,52.1,0.7,2,0,Loam,3,15,False,0.0
37.9,40.4,28.0,34.2,26.3,1.4,8,1,Sandy Loam,4,97,True,20.0
49.6,40.6,25.8,33.2,66.9,1.2,9,1,Sandy,1,112,False,0.0
58.3,31.2,19.1,25.1,74.0,1.4,8,1,Sandy Loam,4,192,False,0.0
48.5,32.9,19.2,26.0,90.2,1.9,9,0,Sandy Loam,4,77,False,0.0
57.0,32.8,18.2,25.5,80.2,1.5,4,2,Sandy,1,20,False,0.0
61.5,42.7,32.3,37.5,90.9,7.2,1,1,Clay,2,56,False,0.0
55.8,9.3,-0.1,4.6,35.5,0.5,7,2,Clay,2,255,False,0.0
82.5,13.4,1.5,7.5,55.5,4.2,1,3,Sandy Loam,4,338,False,0.0
60.9,12.6,0.7,6.7,53.2,4.5,5,1,Loam,3,343,False,0.0
55.0,35.3,25.7,30.5,29.2,4.4,6,1,Sandy Loam,4,73,False,0.0
53.2,19.2,8.7,13.9,52.8,5.7,8,0,Sandy Loam,4,22,False,0.0
42.9,33.2,20.6,26.9,82.1,0.4,8,3,Loam,3,47,False,0.0
50.7,20.8,11.4,16.1,60.7,0.7,7,1,Loam,3,330,False,0.0
42.0,42.1,32.1,37.1,66.4,0.2,6,3,Sandy Loam,4,102,False,0.0
73.5,22.5,14.0,18.2,63.2,0.5,1,3,Sandy,1,194,False,0.0
49.0,32.3,20.4,26.4,20.0,0.2,7,2,Sandy Loam,4,165,False,0.0
63.1,22.7,9.3,16.0,65.6,7.6,3,0,Sandy,1,148,False,0.0
58.6,38.8,28.6,33.7,66.1,0.3,0,2,Clay,2,46,False,0.0
63.6,12.2,4.0,8.1,51.1,1.6,3,3,Loam,3,274,False,0.0
47.9,30.4,15.7,23.1,58.9,2.8,8,3,Sandy,1,181,False,0.0
66.1,11.6,-2.4,4.6,49.7,5.9,3,0,Loam,3,269,False,0.0
38.6,35.2,24.0,29.6,50.6,0.8,5,1,Clay,2,51,False,0.0
45.1,26.9,13.9,20.4,68.9,4.8,9,1,Sandy Loam,4,38,False,0.0
68.7,20.8,8.5,14.7,54.2,0.2,3,3,Sandy,1,328,False,0.0
64.4,29.3,20.5,24.9,79.4,0.2,3,0,Loam,3,353,False,0.0
48.7,25.0,11.3,18.2,45.9,0.5,6,1,Loam,3,338,False,0.0
58.2,35.6,25.0,30.3,40.3,0.8,2,0,Sandy Loam,4,117,False,0.0
34.5,36.8,24.6,30.7,55.3,1.3,10,3,Loam,3,73,True,18.2
37.8,22.9,9.9,16.4,62.7,2.8,10,1,Loam,3,293,True,16.9
60.8,25.1,14.2,19.6,68.5,3.2,6,3,Sandy,1,140,False,0.0
46.2,30.1,20.2,25.2,30.8,3.1,4,3,Clay,2,194,False,0.0
52.4,12.2,4.1,8.2,70.9,0.2,7,0,Sandy Loam,4,308,False,0.0
